cfips,population,year
29141,15690,2019
29143,13798,2019
29145,44108,2019
29147,18999,2019
29149,8368,2019
29151,10442,2019
29153,7505,2019
29155,12747,2019
29157,14538,2019
29159,31727,2019
29161,35401,2019
29163,14440,2019
29165,73750,2019
29167,23994,2019
29169,41295,2019
29171,3767,2019
29173,8013,2019
29175,19456,2019
29177,17569,2019
29179,5030,2019
29181,10610,2019
29183,292201,2019
29185,7648,2019
29186,13916,2019
29187,52162,2019
29189,776962,2019
29195,17737,2019
29197,3260,2019
29199,3501,2019
29201,29623,2019
29203,6444,2019
29205,4627,2019
29207,23173,2019
29209,26125,2019
29211,4901,2019
29213,42753,2019
29215,19737,2019
29217,15706,2019
29219,25469,2019
29221,19214,2019
29223,10508,2019
29225,27333,2019
29227,1633,2019
29229,13760,2019
29510,252163,2019
30001,7692,2019
30003,8829,2019
30005,4649,2019
30007,4604,2019
30009,8555,2019
30011,1065,2019
30013,63419,2019
30015,4409,2019
30017,9312,2019
30019,1408,2019
30021,7235,2019
30023,7688,2019
30025,2160,2019
30027,9005,2019
30029,74633,2019
30031,80184,2019
30033,861,2019
30035,9356,2019
30037,594,2019
30039,2595,2019
30041,11951,2019
30043,9185,2019
30045,1639,2019
30047,22321,2019
30049,51939,2019
30051,1872,2019
30053,15738,2019
30055,1311,2019
30057,6670,2019
30059,1479,2019
30061,3424,2019
30063,92184,2019
30065,3752,2019
30067,12970,2019
30069,377,2019
30071,3174,2019
30073,4557,2019
30075,1342,2019
30077,5866,2019
30079,1022,2019
30081,33105,2019
30083,8549,2019
30085,7550,2019
30087,6603,2019
30089,9340,2019
30091,2817,2019
30093,27528,2019
30095,7305,2019
30097,2831,2019
30099,4613,2019
30101,4040,2019
30103,634,2019
30105,5892,2019
30107,1585,2019
30109,872,2019
30111,119414,2019
31001,24041,2019
31003,4932,2019
31005,289,2019
31007,556,2019
31009,396,2019
31011,4114,2019
31013,8340,2019
31015,1581,2019
31017,2426,2019
31019,37517,2019
31021,5082,2019
31023,6164,2019
31025,19267,2019
31027,6413,2019
31029,2928,2019
31031,4503,2019
31033,7625,2019
31035,4752,2019
31037,7415,2019
31039,6824,2019
31041,8315,2019
31043,14572,2019
31045,7337,2019
31047,17306,2019
31049,1530,2019
31051,4313,2019
31053,27934,2019
31055,407821,2019
31057,1521,2019
31059,4455,2019
31061,2438,2019
31063,2089,2019
31065,3716,2019
31067,16841,2019
31069,1554,2019
31071,1572,2019
31073,1621,2019
31075,526,2019
31077,1852,2019
31079,44601,2019
31081,6930,2019
31083,2696,2019
31085,764,2019
31087,2219,2019
31089,7847,2019
31091,578,2019
31093,4834,2019
31095,5711,2019
31097,4222,2019
31099,4930,2019
31101,6501,2019
31103,575,2019
31105,2837,2019
31107,6446,2019
31109,235827,2019
31111,27021,2019
31113,655,2019
31115,433,2019
31117,335,2019
31119,26350,2019
31121,6064,2019
31123,3728,2019
31125,2754,2019
31127,5564,2019
31129,3457,2019
31131,12076,2019
31133,2143,2019
31135,2214,2019
31137,6941,2019
31139,5394,2019
31141,24322,2019
31143,4026,2019
31145,8369,2019
31147,6361,2019
31149,1151,2019
31151,10820,2019
31153,126169,2019
31155,15712,2019
31157,27430,2019
31159,13032,2019
31161,4069,2019
31163,2401,2019
31165,1005,2019
31167,4451,2019
31169,4036,2019
31171,511,2019
31173,4540,2019
31175,3332,2019
31177,15496,2019
31179,7573,2019
31181,2779,2019
31183,692,2019
31185,10700,2019
32001,18436,2019
32003,1612686,2019
32005,39087,2019
32007,37878,2019
32009,900,2019
32011,1322,2019
32013,12411,2019
32015,4274,2019
32017,4222,2019
32019,40734,2019
32021,3551,2019
32023,35904,2019
32027,5534,2019
32029,3428,2019
32031,346474,2019
32033,7808,2019
32510,43074,2019
33001,48817,2019
33003,39646,2019
33005,62189,2019
33007,26751,2019
33009,74185,2019
33011,319684,2019
33013,118669,2019
33015,241198,2019
33017,102189,2019
33019,34663,2019
34001,213204,2019
34003,735904,2019
34005,352972,2019
34007,392856,2019
34009,77684,2019
34011,118132,2019
34013,609241,2019
34015,225216,2019
34017,540877,2019
34019,99853,2019
34021,292953,2019
34023,653712,2019
34025,489700,2019
34027,389293,2019
34029,450541,2019
34031,387391,2019
34033,49694,2019
34035,257172,2019
34037,113376,2019
34039,425876,2019
34041,84693,2019
35001,521922,2019
35003,3024,2019
35005,47757,2019
35006,20530,2019
35007,10178,2019
35009,36782,2019
35011,1530,2019
35013,159573,2019
35015,41841,2019
35017,22427,2019
35019,3602,2019
35021,445,2019
35023,3422,2019
35025,48574,2019
35027,15896,2019
35028,13871,2019
35029,17888,2019
35031,51256,2019
35033,3764,2019
35035,49678,2019
35037,6578,2019
35039,30014,2019
35041,14562,2019
35043,105138,2019
35045,92964,2019
35047,22517,2019
35049,119200,2019
35051,9431,2019
35053,13112,2019
35055,26640,2019
35057,12285,2019
35059,3354,2019
35061,57346,2019
36001,250422,2019
36003,37708,2019
36005,1088685,2019
36007,157630,2019
36009,60508,2019
36011,62452,2019
36013,103692,2019
36015,67937,2019
36017,38444,2019
36019,66427,2019
36021,50226,2019
36023,38848,2019
36025,37873,2019
36027,237200,2019
36029,733491,2019
36031,31778,2019
36033,41042,2019
36035,42864,2019
36037,46378,2019
36039,39619,2019
36041,3990,2019
36043,49672,2019
36045,88059,2019
36047,2026306,2019
36049,20596,2019
36051,52529,2019
36053,57420,2019
36055,589166,2019
36057,38174,2019
36059,1064565,2019
36061,1414226,2019
36063,169434,2019
36065,182823,2019
36067,366040,2019
36069,86707,2019
36071,280631,2019
36073,33239,2019
36075,94109,2019
36077,50668,2019
36079,78709,2019
36081,1865585,2019
36083,127721,2019
36085,370626,2019
36087,235029,2019
36089,88107,2019
36091,179184,2019
36093,121478,2019
36095,25874,2019
36097,14515,2019
36099,27842,2019
36101,75959,2019
36103,1168181,2019
36105,59564,2019
36107,38632,2019
36109,88572,2019
36111,147155,2019
36113,52553,2019
36115,50016,2019
36117,71400,2019
36119,754447,2019
36121,32755,2019
36123,19442,2019
37001,121903,2019
37003,29469,2019
37005,8987,2019
37007,20435,2019
37009,21898,2019
37011,14835,2019
37013,37409,2019
37015,16285,2019
37017,26800,2019
37019,102007,2019
37021,203908,2019
37023,71350,2019
37025,145237,2019
37027,64821,2019
37029,7895,2019
37031,56175,2019
37033,18500,2019
37035,120542,2019
37037,54247,2019
37039,22631,2019
37041,11352,2019
37043,8820,2019
37045,75522,2019
37047,44150,2019
37049,80262,2019
37051,249664,2019
37053,19647,2019
37055,28553,2019
37057,127054,2019
37059,32675,2019
37061,44719,2019
37063,235723,2019
37065,41538,2019
37067,281667,2019
37069,49345,2019
37071,164765,2019
37073,9167,2019
37075,6789,2019
37077,46205,2019
37079,16555,2019
37081,400197,2019
37083,40970,2019
37085,94014,2019
37087,48854,2019
37089,90252,2019
37091,19580,2019
37093,37708,2019
37095,4370,2019
37097,129565,2019
37099,34528,2019
37101,137420,2019
37103,7870,2019
37105,44784,2019
37107,44852,2019
37109,62968,2019
37111,35708,2019
37113,27748,2019
37115,17453,2019
37117,18379,2019
37119,782540,2019
37121,12363,2019
37123,21134,2019
37125,74109,2019
37127,72842,2019
37129,177607,2019
37131,16662,2019
37133,145523,2019
37135,113240,2019
37137,10756,2019
37139,30811,2019
37141,44727,2019
37143,10864,2019
37145,30728,2019
37147,137951,2019
37149,16949,2019
37151,109483,2019
37153,34861,2019
37155,99841,2019
37157,72539,2019
37159,107465,2019
37161,52499,2019
37163,47868,2019
37165,27191,2019
37167,47612,2019
37169,36962,2019
37171,56482,2019
37173,11012,2019
37175,27874,2019
37177,3509,2019
37179,159770,2019
37181,33756,2019
37183,771121,2019
37185,16434,2019
37187,9757,2019
37189,46437,2019
37191,94779,2019
37193,54064,2019
37195,62173,2019
37197,29598,2019
37199,14263,2019
38001,1892,2019
38003,8790,2019
38005,4523,2019
38007,770,2019
38009,5279,2019
38011,2458,2019
38013,1646,2019
38015,71171,2019
38017,132840,2019
38019,3028,2019
38021,3942,2019
38023,1936,2019
38025,3372,2019
38027,1779,2019
38029,2728,2019
38031,2622,2019
38033,1416,2019
38035,55782,2019
38037,1911,2019
38039,1829,2019
38041,2049,2019
38043,1943,2019
38045,3203,2019
38047,1571,2019
38049,4551,2019
38051,2214,2019
38053,8286,2019
38055,7608,2019
38057,6729,2019
38059,23386,2019
38061,7405,2019
38063,2437,2019
38065,1426,2019
38067,5588,2019
38069,3393,2019
38071,8919,2019
38073,4172,2019
38075,1917,2019
38077,12846,2019
38079,9714,2019
38081,3116,2019
38083,1180,2019
38085,2763,2019
38087,530,2019
38089,22764,2019
38091,1531,2019
38093,16819,2019
38095,1714,2019
38097,6260,2019
38099,8450,2019
38101,53427,2019
38103,3295,2019
38105,24185,2019
39001,21126,2019
39003,79859,2019
39005,41069,2019
39007,76472,2019
39009,55724,2019
39011,34608,2019
39013,55672,2019
39015,33618,2019
39017,285451,2019
39019,21973,2019
39021,30056,2019
39023,104591,2019
39025,153834,2019
39027,31916,2019
39029,82830,2019
39031,27960,2019
39033,32909,2019
39035,989610,2019
39037,39356,2019
39039,29349,2019
39041,140179,2019
39043,59728,2019
39045,114575,2019
39047,21795,2019
39049,958413,2019
39051,31978,2019
39053,23215,2019
39055,71562,2019
39057,130626,2019
39059,30499,2019
39061,621077,2019
39063,58507,2019
39065,24207,2019
39067,12150,2019
39069,20925,2019
39071,32656,2019
39073,22072,2019
39075,29458,2019
39077,44080,2019
39079,24815,2019
39081,54220,2019
39083,46879,2019
39085,182013,2019
39087,47402,2019
39089,130471,2019
39091,34512,2019
39093,236268,2019
39095,332916,2019
39097,34579,2019
39099,184554,2019
39101,51733,2019
39103,135346,2019
39105,18157,2019
39107,30245,2019
39109,80013,2019
39111,11235,2019
39113,412888,2019
39115,11566,2019
39117,26345,2019
39119,66120,2019
39121,11835,2019
39123,32885,2019
39125,14421,2019
39127,27360,2019
39129,44517,2019
39131,21648,2019
39133,130818,2019
39135,31807,2019
39137,25384,2019
39139,95051,2019
39141,60371,2019
39143,45802,2019
39145,59994,2019
39147,43150,2019
39149,36346,2019
39151,292441,2019
39153,425075,2019
39155,160911,2019
39157,71170,2019
39159,40847,2019
39161,21616,2019
39163,10162,2019
39165,166428,2019
39167,48778,2019
39169,87423,2019
39171,28566,2019
39173,102837,2019
39175,16983,2019
40001,16285,2019
40003,4706,2019
40005,10767,2019
40007,4043,2019
40009,17140,2019
40011,7525,2019
40013,34510,2019
40015,22001,2019
40017,97841,2019
40019,36078,2019
40021,37309,2019
40023,11338,2019
40025,1681,2019
40027,213093,2019
40029,4261,2019
40031,93383,2019
40033,4610,2019
40035,11332,2019
40037,53724,2019
40039,21911,2019
40041,33125,2019
40043,3592,2019
40045,3131,2019
40047,46184,2019
40049,20779,2019
40051,41065,2019
40053,3371,2019
40055,4844,2019
40057,2110,2019
40059,2806,2019
40061,9643,2019
40063,10586,2019
40065,19001,2019
40067,4785,2019
40069,8332,2019
40071,33836,2019
40073,11308,2019
40075,6958,2019
40077,8271,2019
40079,37909,2019
40081,26223,2019
40083,34494,2019
40085,7363,2019
40087,28118,2019
40089,24663,2019
40091,15813,2019
40093,5765,2019
40095,12426,2019
40097,31099,2019
40099,10564,2019
40101,52437,2019
40103,8681,2019
40105,8029,2019
40107,9304,2019
40109,575422,2019
40111,29663,2019
40113,36498,2019
40115,23813,2019
40117,12492,2019
40119,65017,2019
40121,34779,2019
40123,29186,2019
40125,54211,2019
40127,8652,2019
40129,2764,2019
40131,68106,2019
40133,18823,2019
40135,31701,2019
40137,33818,2019
40139,15493,2019
40141,5756,2019
40143,474796,2019
40145,57557,2019
40147,39598,2019
40149,8589,2019
40151,7337,2019
40153,15752,2019
41001,12844,2019
41003,73485,2019
41005,311545,2019
41007,30568,2019
41009,39151,2019
41011,51214,2019
41013,17486,2019
41015,18969,2019
41017,138199,2019
41019,86567,2019
41021,1484,2019
41023,5887,2019
41025,5670,2019
41027,17275,2019
41029,167686,2019
41031,17272,2019
41033,67925,2019
41035,51710,2019
41037,6343,2019
41039,294521,2019
41041,39149,2019
41043,93096,2019
41045,22690,2019
41047,246991,2019
41049,8078,2019
41051,634229,2019
41053,61110,2019
41055,1392,2019
41057,20911,2019
41059,56991,2019
41061,20077,2019
41063,5634,2019
41065,19873,2019
41067,434958,2019
41069,1191,2019
41071,78700,2019
42001,80671,2019
42003,996286,2019
42005,53719,2019
42007,135097,2019
42009,38985,2019
42011,321024,2019
42013,98913,2019
42015,47969,2019
42017,494094,2019
42019,147431,2019
42021,109594,2019
42023,3905,2019
42025,51361,2019
42027,136099,2019
42029,394684,2019
42031,31451,2019
42033,65549,2019
42035,31317,2019
42037,54747,2019
42039,68383,2019
42041,195683,2019
42043,211878,2019
42045,438131,2019
42047,24707,2019
42049,217254,2019
42051,107222,2019
42053,6721,2019
42055,118218,2019
42057,11556,2019
42059,30155,2019
42061,37051,2019
42063,70756,2019
42065,34876,2019
42067,18910,2019
42069,169093,2019
42071,407770,2019
42073,70396,2019
42075,105981,2019
42077,278386,2019
42079,255806,2019
42081,91581,2019
42083,33669,2019
42085,90781,2019
42087,35932,2019
42089,132792,2019
42091,639578,2019
42093,14643,2019
42095,239488,2019
42097,74562,2019
42099,35888,2019
42101,1224068,2019
42103,44890,2019
42105,13469,2019
42107,115951,2019
42109,31822,2019
42111,61765,2019
42113,5452,2019
42115,33708,2019
42117,33213,2019
42119,37101,2019
42121,42211,2019
42123,32408,2019
42125,166634,2019
42127,42768,2019
42129,289855,2019
42131,22155,2019
42133,343375,2019
44001,39540,2019
44003,132426,2019
44005,68307,2019
44007,501319,2019
44009,103964,2019
45001,19541,2019
45003,129068,2019
45005,7598,2019
45007,149118,2019
45009,11841,2019
45011,16410,2019
45013,144108,2019
45015,154968,2019
45017,11821,2019
45019,310133,2019
45021,43227,2019
45023,24937,2019
45025,35660,2019
45027,27254,2019
45029,28989,2019
45031,52154,2019
45033,23069,2019
45035,113478,2019
45037,21603,2019
45039,18294,2019
45041,105127,2019
45043,49100,2019
45045,375331,2019
45047,53912,2019
45049,15585,2019
45051,251224,2019
45053,21613,2019
45055,48791,2019
45057,67577,2019
45059,51690,2019
45061,14089,2019
45063,215405,2019
45065,8466,2019
45067,24283,2019
45069,21934,2019
45071,29517,2019
45073,60487,2019
45075,69127,2019
45077,97776,2019
45079,316661,2019
45081,15732,2019
45083,227899,2019
45085,81094,2019
45087,21845,2019
45089,25309,2019
45091,189644,2019
46003,2025,2019
46005,13323,2019
46007,2221,2019
46009,5714,2019
46011,26896,2019
46013,29449,2019
46015,3926,2019
46017,1259,2019
46019,7732,2019
46021,1133,2019
46023,6570,2019
46025,2749,2019
46027,11513,2019
46029,21174,2019
46031,2703,2019
46033,7104,2019
46035,15267,2019
46037,4342,2019
46039,3291,2019
46041,3673,2019
46043,2240,2019
46045,3027,2019
46047,5561,2019
46049,1839,2019
46051,5518,2019
46053,3217,2019
46055,1554,2019
46057,4035,2019
46059,2602,2019
46061,2317,2019
46063,976,2019
46065,13380,2019
46067,5549,2019
46069,1085,2019
46071,2271,2019
46073,1568,2019
46075,623,2019
46077,3936,2019
46079,9648,2019
46081,20457,2019
46083,37824,2019
46085,2782,2019
46087,4017,2019
46089,1905,2019
46091,3601,2019
46093,20591,2019
46095,1430,2019
46097,1670,2019
46099,137295,2019
46101,4866,2019
46102,8954,2019
46103,82594,2019
46105,2335,2019
46107,1846,2019
46109,7360,2019
46111,1876,2019
46115,4943,2019
46117,2305,2019
46119,1059,2019
46121,5999,2019
46123,4243,2019
46125,6300,2019
46127,11258,2019
46129,4238,2019
46135,17844,2019
46137,1881,2019
47001,59575,2019
47003,34786,2019
47005,12945,2019
47007,12033,2019
47009,100567,2019
47011,80456,2019
47013,31694,2019
47015,10882,2019
47017,22133,2019
47019,45660,2019
47021,30497,2019
47023,13171,2019
47025,25525,2019
47027,6167,2019
47029,27997,2019
47031,41040,2019
47033,11003,2019
47035,47729,2019
47037,533096,2019
47039,9211,2019
47041,15096,2019
47043,39199,2019
47045,28671,2019
47047,31287,2019
47049,14059,2019
47051,32818,2019
47053,37176,2019
47055,22936,2019
47057,18128,2019
47059,54945,2019
47061,10363,2019
47063,48714,2019
47065,279988,2019
47067,5255,2019
47069,20755,2019
47071,20437,2019
47073,44691,2019
47075,13760,2019
47077,21440,2019
47079,25495,2019
47081,19172,2019
47083,6356,2019
47085,14354,2019
47087,9415,2019
47089,42004,2019
47091,14779,2019
47093,355798,2019
47095,6428,2019
47097,20335,2019
47099,31927,2019
47101,9385,2019
47103,26039,2019
47105,40798,2019
47107,41263,2019
47109,20166,2019
47111,17553,2019
47113,75550,2019
47115,22293,2019
47117,24212,2019
47119,66912,2019
47121,9357,2019
47123,35689,2019
47125,140177,2019
47127,5040,2019
47129,17438,2019
47131,23914,2019
47133,16969,2019
47135,6158,2019
47137,4147,2019
47139,13307,2019
47141,59634,2019
47143,25033,2019
47145,42758,2019
47147,51545,2019
47149,223825,2019
47151,16639,2019
47153,11404,2019
47155,75350,2019
47157,700242,2019
47159,14701,2019
47161,10420,2019
47163,125558,2019
47165,133212,2019
47167,45839,2019
47169,6907,2019
47171,14440,2019
47173,14915,2019
47175,4610,2019
47177,30629,2019
47179,101665,2019
47181,13644,2019
47183,27141,2019
47185,20555,2019
47187,153005,2019
47189,97748,2019
48001,46513,2019
48003,12097,2019
48005,64838,2019
48007,20119,2019
48009,6841,2019
48011,1512,2019
48013,34722,2019
48015,22212,2019
48017,5041,2019
48019,17608,2019
48021,59709,2019
48023,2820,2019
48025,25707,2019
48027,242982,2019
48029,1398786,2019
48031,9022,2019
48033,435,2019
48035,14053,2019
48037,71374,2019
48039,253182,2019
48041,170001,2019
48043,7377,2019
48045,1270,2019
48047,5266,2019
48049,29214,2019
48051,13602,2019
48053,35229,2019
48055,30771,2019
48057,16339,2019
48059,10392,2019
48061,288225,2019
48063,9310,2019
48065,4513,2019
48067,23249,2019
48069,5547,2019
48071,28290,2019
48073,38433,2019
48075,5640,2019
48077,8167,2019
48079,2091,2019
48081,2575,2019
48083,6589,2019
48085,668271,2019
48087,2289,2019
48089,16020,2019
48091,99358,2019
48093,10447,2019
48095,3315,2019
48097,29640,2019
48099,57500,2019
48101,1097,2019
48103,3316,2019
48105,2834,2019
48107,4275,2019
48109,1728,2019
48111,4999,2019
48113,1869331,2019
48115,9840,2019
48117,12934,2019
48119,4001,2019
48121,580112,2019
48123,15840,2019
48125,1736,2019
48127,7563,2019
48129,2747,2019
48131,8556,2019
48133,14520,2019
48135,109117,2019
48137,1796,2019
48139,119675,2019
48141,600384,2019
48143,32381,2019
48145,13575,2019
48147,26650,2019
48149,19761,2019
48151,3070,2019
48153,4337,2019
48155,1133,2019
48157,512565,2019
48159,8057,2019
48161,15126,2019
48163,14520,2019
48165,12796,2019
48167,242101,2019
48169,5545,2019
48171,20767,2019
48173,1074,2019
48175,5884,2019
48177,15008,2019
48179,17111,2019
48181,96133,2019
48183,91476,2019
48185,21223,2019
48187,111619,2019
48189,24945,2019
48191,2372,2019
48193,6541,2019
48195,3911,2019
48197,3089,2019
48199,42127,2019
48201,3300460,2019
48203,49558,2019
48205,4566,2019
48207,4828,2019
48209,149148,2019
48211,2827,2019
48213,62252,2019
48215,558010,2019
48217,26840,2019
48219,17114,2019
48221,43583,2019
48223,26863,2019
48225,18443,2019
48227,28493,2019
48229,2798,2019
48231,68664,2019
48233,16064,2019
48235,1223,2019
48237,6952,2019
48239,10946,2019
48241,26843,2019
48243,1828,2019
48245,194055,2019
48247,3695,2019
48249,29618,2019
48251,118171,2019
48253,16439,2019
48255,11884,2019
48257,82970,2019
48259,30752,2019
48261,400,2019
48263,527,2019
48265,40828,2019
48267,3603,2019
48269,216,2019
48271,2928,2019
48273,23820,2019
48275,2725,2019
48277,37696,2019
48279,9591,2019
48281,15660,2019
48283,5839,2019
48285,15181,2019
48287,13035,2019
48289,13117,2019
48291,59530,2019
48293,18077,2019
48295,2540,2019
48297,9637,2019
48299,17267,2019
48301,67,2019
48303,226111,2019
48305,4253,2019
48307,6210,2019
48309,184712,2019
48311,430,2019
48313,11202,2019
48315,8242,2019
48317,3825,2019
48319,3265,2019
48321,27196,2019
48323,39062,2019
48325,37114,2019
48327,1743,2019
